Country Name,Country Code,Series,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Peru,PER,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,9.83366,9.67995,10.00195,11.17708,12.1496,12.74049,12.81269,14.30231,..,15.66111,17.0032,19.55835,19.89202,20.54191,21.2238,22.05399,25.39534,26.54909,28.18035,29.40515,29.73343,31.36665,31.02365,27.81451,26.74979,27.23618,25.85564,25.85392,..,38.56591,33.81598,30.26017,30.57906,30.64171,32.49504,32.76182,34.21627,..,..,..,..,..,..,..,..,..,71.13299,70.73786,..,..,..,..,..,..,..
Philippines,PHL,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,5.01549,..,..,..,..,5.69252,..,..,..,..,6.36226,..,..,..,..,..,..,..,..,..,7.5043,..,..,..,..,..,..,..,..,..,7.70076,..,..,..,9.04151,..,..,..,9.01943,..,8.91674,..,..,9.14894,..,..,..,8.45226,..,..,..,..,..,..,..
Philippines,PHL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.71773,..,2.07493,1.68607,..,..,1.72621,..,..,..,..,..,..,..,..,3.04226,3.36287,3.51716,3.81449,..,3.1644,2.92464,2.89222,2.93518,2.46983,2.32807,2.42579,2.48518,2.58283,2.53777,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Philippines,PHL,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.16,83.50713,..,..,..,85.55798,..,..,..,84.73,..,..,..,..,87.45,..,..,..,..,91.87399,..,..,..,..,..,..
Philippines,PHL,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,17.64069,17.54123,17.18428,17.2418,16.41315,17.12724,17.77721,20.70437,23.54442,24.03439,25.25946,25.7853,26.59268,29.0076,27.76209,24.64905,23.37996,24.65324,26.13596,24.58991,27.16079,25.82491,..,..,27.31664,28.81275,..,27.49579,28.75519,..,30.35053,30.17904,29.07218,28.36049,27.51806,27.84253,..,29.15916,28.48962,29.56384,30.79601,31.20648,33.52278,35.62689,..,..,35.47546,..,..,..,..,..,..,..
Poland,POL,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,6.54705,..,..,..,..,..,..,..,7.70752,..,..,..,..,..,..,..,..,..,8.91013,..,..,..,..,..,..,..,..,..,..,..,..,..,11.69895,..,..,..,..,..,12.02899,12.1916,12.15227,12.38263,12.60952,12.94171,13.00774,..,13.18436,..,..,..,..,..,..,..,..
Poland,POL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.89145,4.18793,4.18276,..,4.335,6.26718,..,4.95044,4.60029,4.99362,5.32975,5.39797,5.33218,5.35574,5.42612,5.20578,4.86837,5.04047,4.98913,5.06843,4.82012,4.81181,4.94011,4.90918,4.81226,4.63922,4.55957,..,..,..,..,..,..,..
Poland,POL,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poland,POL,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,13.32182,12.80279,13.32549,14.51106,15.36118,16.61826,17.45753,17.5496,17.69423,17.51973,17.43864,16.93043,16.34049,16.62362,16.767,17.35349,17.66674,18.26357,19.75027,20.16751,21.46504,21.19409,23.591,27.33776,31.17898,35.3491,39.88995,39.20111,44.96652,49.67465,54.76167,57.85644,59.4831,61.05694,63.59458,65.36472,67.212,70.22705,72.31267,74.75525,74.65851,73.96146,71.8564,68.44717,66.94615,67.00455,67.82744,68.6201,..,..,..,..,..,..
Portugal,PRT,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,3.24042,..,..,..,..,..,..,..,..,..,..,4.20238,..,..,..,..,..,..,..,..,..,5.37824,..,..,..,..,..,..,6.59954,6.64785,6.7247,6.81446,6.89854,7.07635,7.30763,7.41059,7.52888,7.582,7.68958,7.83082,7.95701,8.16437,8.37368,8.52837,8.99254,9.11153,9.24068,9.34347,9.26347,..,..,..,..,..,..
Portugal,PRT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,1.63392,1.93536,3.06246,3.07873,..,2.90048,2.6993,3.06743,3.18575,3.3291,3.23281,3.14254,3.26249,3.04925,3.15798,3.38753,3.47524,3.56972,4.07133,4.33747,4.84095,4.6713,4.61331,5.06511,..,..,5.04686,5.16385,5.33713,5.25872,5.28153,5.04638,5.07395,4.90767,4.92147,4.69609,5.56315,5.41249,5.12333,4.94941,5.27097,5.124,4.88554,..,5.01561,..,..,..,..,..,..,..
Portugal,PRT,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Portugal,PRT,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,7.22414,7.58801,7.72735,8.25649,8.79341,10.67795,12.67178,11.10227,11.75737,11.40757,11.57723,11.71456,12.11852,12.37471,13.86693,12.8681,16.29124,..,..,19.96527,23.34928,23.56419,30.13883,33.43308,36.28978,38.72824,..,43.62882,44.91659,47.86975,50.6373,52.91068,54.84885,55.65271,55.43176,55.39792,57.79474,61.6109,62.64161,65.60205,68.42896,68.51029,66.13674,65.50357,61.75633,63.25565,63.93581,65.66266,..,..,..,..,..,..
Post-demographic dividend,PST,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Post-demographic dividend,PST,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Post-demographic dividend,PST,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Post-demographic dividend,PST,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,25.32789,27.04451,28.21856,29.20433,30.00778,31.35081,33.19315,33.30571,34.16247,34.06651,34.68477,35.49549,36.14754,36.72207,37.38618,37.79293,38.38368,39.45671,40.69731,41.98783,43.75206,45.18176,47.23263,47.31199,51.74398,53.26109,51.69994,53.03614,55.74475,57.63141,57.52138,59.03569,63.42761,65.62562,67.51234,68.68565,70.88637,71.9527,72.98366,74.41329,76.59557,78.01349,78.06621,76.62315,77.1125,76.98575,77.60011,78.00645,78.71056,77.09582,..,..,..,..,..
Pre-demographic dividend,PRE,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,1.46703,1.4838,1.52679,1.58587,1.63811,1.7045,1.7571,1.83614,1.92016,2.02973,2.12702,2.25247,2.37364,2.4391,2.49795,2.64962,2.78619,2.74912,2.88577,3.01179,3.08611,3.17084,3.23643,3.32694,3.39011,3.43804,3.50819,3.58636,3.62735,3.68205,4.08484,4.4638,4.84279,5.24707,5.53095,5.87983,6.1043,6.2734,6.58539,6.85727,7.13249,7.45633,7.84465,8.19464,8.39199,8.49559,8.54618,8.60131,8.71855,..,..,..,..,..,..
Puerto Rico,PRI,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,6.9344,..,..,..,..,..,..,..,..,..,9.10142,..,..,..,..,..,..,..,..,..,9.90314,..,..,..,..,..,..,..,..,..,11.55134,..,..,..,..,12.69629,12.65973,12.84613,12.87604,..,..,12.56311,12.31373,..,..,..,..,12.88085,..,..,..,..,..,..,..
Puerto Rico,PRI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,7.25052,7.21458,6.47993,7.2869,6.22974,7.14049,6.38757,6.68103,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.48108,6.07266,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.38302,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.36016,80.7396,84.21786,89.49805,89.70349,91.47123,92.06811,93.27568,96.65043,97.49925,..,108.97691,..,..,..,..,..,..
Qatar,QAT,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.14781,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.42911,..,..,9.62971,9.71914,9.27964,8.44116,8.76461,9.24289,9.92671,9.84677,..,9.66884,9.73144,..,..,..,..,..,..,..
Qatar,QAT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,3.00028,2.69144,2.86783,..,..,1.74697,1.97006,2.77697,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.57767,4.3453,3.72598,3.20019,3.84656,3.37394,3.46259,3.97188,..,..,4.22755,3.41315,4.53966,4.01224,3.50744,4.07384,3.60535,..,..,2.86383,..,2.69535,..,..,..,..,..
Qatar,QAT,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.02237,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,4.39641,4.77791,..,..,9.13891,9.80723,11.6069,14.51187,15.06084,16.7844,18.52468,17.95098,17.64395,18.83214,20.18913,20.02285,18.8812,20.19689,20.14856,21.68554,24.08,24.99042,25.11255,25.1665,..,20.04621,16.91105,15.46824,17.46136,17.41605,17.33663,11.93332,10.33676,9.31458,9.36097,11.07193,10.92301,11.99355,13.58044,14.70129,15.64276,16.62733,17.86992,18.949,..,..,..,..,..
Romania,ROU,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.96553,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.20248,..,..,..,..,..,..,..,..,..,9.6305,..,..,..,..,10.53563,10.61683,10.63628,10.67233,10.79208,10.88644,10.94982,10.9496,10.90831,11.00392,11.0708,..,..,..,..,..,..,..
Romania,ROU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.24122,..,..,..,2.86863,3.26629,3.50413,3.54397,3.31273,3.50039,4.30651,4.14954,4.0972,4.00213,3.49538,3.05943,2.9541,3.04938,3.12642,3.10676,2.97411,3.09539,..,..,..,..,..,..,..
Romania,ROU,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,9.12342,8.5903,8.03133,7.7608,8.0723,8.60529,9.07515,9.51381,10.14638,10.60085,11.11655,11.80934,12.06487,12.19513,11.73576,10.89379,9.90951,9.04007,8.5269,8.40791,9.62208,10.81906,12.06942,13.02357,13.38848,17.65962,18.55712,18.78962,21.29227,23.92626,28.74301,32.82408,38.13055,42.21372,46.38265,52.47506,58.27953,65.79338,68.59246,63.99544,58.18541,49.71394,46.84502,47.1371,46.72669,48.24061,49.38187,51.01254,..,..,..,..,..,..
Russian Federation,RUS,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.74705,..,..,..,..,..,..,..,..,..,..,..,..,12.09673,..,..,..,..,..,..,..,12.40582,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.93979,3.10602,3.83502,3.67854,3.54787,3.77193,3.86626,..,4.10175,..,..,..,3.7931,3.76383,4.01388,3.83403,3.76044,4.68991,..,..,..,..,..,..,..
Russian Federation,RUS,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.81,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,45.59833,45.2652,44.67222,44.17548,43.74091,43.54342,43.58883,43.90673,44.22899,44.61967,45.22387,46.05731,47.02893,48.28111,49.83006,52.01831,53.90524,55.68327,56.1703,55.81205,55.00194,52.45968,49.76087,46.39329,44.46411,43.1327,44.72155,46.24294,48.39941,51.88738,55.79958,61.5668,66.85832,70.67032,70.59244,72.56594,72.79667,74.02127,74.89586,75.32709,..,76.18489,75.90709,77.85032,78.4631,79.93813,80.63262,81.90931,84.58425,..,..,..,..,..,..
Rwanda,RWA,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.99486,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.76698,..,4.05784,..,..,..,4.34057,..,..,..,..,..,..
Rwanda,RWA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.15021,2.23247,2.44128,2.66633,4.39297,..,..,..,..,..,3.50578,3.33534,3.74663,..,..,..,..,..,..,..,..,..,4.57849,4.09511,5.66607,..,..,..,..,..,3.97233,3.48989,..,4.61529,4.36722,4.40366,4.72194,4.17978,3.63234,3.4193,3.11083,3.07375,..,..,..,..,..,..
Rwanda,RWA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.84,..,22.16598,..,..,10.48374,..,..,..,..,39.85742,..,..,..,..,54.27251,..,..,..,..,..,..,..,..,..
Rwanda,RWA,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,0.16265,..,0.19622,0.18607,0.24753,0.258,0.25139,0.24695,0.25735,0.26957,0.26646,..,..,0.34855,0.37894,0.39299,0.38924,0.41904,0.47174,0.59078,..,..,..,..,..,..,..,..,0.85066,1.31739,1.70479,1.98687,2.40786,2.85111,3.02376,3.90039,4.06429,4.37542,5.27,5.9299,6.97881,6.78595,7.34873,7.38608,7.61135,7.66732,7.37393,6.72572,6.23539,..,..,..,..,..
Samoa,WSM,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,5.91172,..,..,..,..,7.30915,..,..,..,..,6.43123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.83923,..,..,..,..,..,..,..,..,..,11.8369,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.01625,3.58293,3.82629,3.84139,..,..,..,..,..,5.14421,..,..,..,..,..,..,..,4.16222,..,..,..,..,..,..,..,..
Samoa,WSM,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,0.95182,0.99216,..,1.61097,..,1.68825,..,2.66237,2.74956,..,..,3.72233,..,3.10909,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.09258,11.76656,7.56383,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.68476,14.64205,..,..,..,..,..,..
San Marino,SMR,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.74603,..,..,..,..,..,..
San Marino,SMR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.62884,2.70296,..,..,..,..,..,3.37033,3.59286,..,..,..,..,..,..
San Marino,SMR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.89163,..,..,..,..,..,..,..,59.39898,..,57.69704,55.84883,49.94273,..,..,..,..,..,42.47126,51.23123,..,..,..,..,..
Sao Tome and Principe,STP,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.68393,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.98449,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.72058,3.24693,3.23471,4.85645,4.27118,6.28683,5.55449,10.6779,9.65147,..,6.33951,5.93969,3.74883,3.8645,5.17307,5.08416,5.14907,..,..,..,..,..,..
Sao Tome and Principe,STP,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.01,..,..,..,..,..,..,..,..,67.31678,..,..,..,..,82.87718,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9604,4.33233,..,8.24916,..,9.72447,13.38452,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.69295,..,..,..,7.60631,..,..,..,..,..,..,..,..,9.66341,..,..,..,10.22517,..,..,..,..,..,..,..
Saudi Arabia,SAU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.89025,4.14255,5.97797,6.10957,..,6.25535,..,..,..,..,5.77946,5.14463,5.99929,6.34382,5.69247,4.94375,4.37708,8.28131,7.07227,5.90982,7.71887,7.63689,7.10509,6.27747,5.43092,5.89117,..,5.13781,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,1.60915,1.71738,1.96508,2.46272,3.12394,3.99111,4.66668,5.95268,6.11667,6.51361,7.34785,7.65124,8.24428,8.27839,9.23426,9.81014,9.27601,..,8.75006,9.54124,10.38492,11.35072,13.71639,14.51342,16.78047,17.57782,17.3228,17.50532,20.97185,22.32137,23.82769,23.47262,26.91347,28.70963,29.54273,30.33104,30.41106,30.80211,31.56049,36.62677,40.41565,46.67548,52.23613,58.29673,61.05635,67.33551,69.69832,68.03989,70.90088,..,..,..,..,..
Senegal,SEN,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.53828,..,..,..,..,2.38971,..,2.78914,..,..,..,2.84401,..,..,..,..,..,..,..
Senegal,SEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.52794,2.48935,2.49412,2.60249,2.67932,2.77211,3.04488,4.05773,3.76968,..,3.98679,4.87013,5.18252,4.87895,4.73316,5.6725,5.72021,5.45638,5.11309,4.62497,4.83328,..,..,..,..,..,..
