Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Papua New Guinea,PNG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.031580001,..,..,..,..,..,..,..
Papua New Guinea,PNG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.39191818,..,..,..,..,..,..,..
Papua New Guinea,PNG,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.15174566,30.00166408,29.05209567,29.98479587,27.01565919,24.53863787,25.78411115,27.27953557,24.07696448,29.33112073,30.0470326,26.92309764,22.09391275,..,..,..,..,..,..,..,..,..,..,..,21.75114939,20.22956707,18.38751176,16.58299181,18.30991129,19.14320693,20.89591296,19.83437766,19.44893824,..
Papua New Guinea,PNG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.24088161,24.98308187,21.79540611,23.18526433,22.55671483,22.68657078,24.54613154,25.18178993,21.83338459,22.87074375,24.22556955,26.20363976,22.46746171,..,..,..,..,..,..,..,..,..,..,..,19.26719915,16.93324069,13.9232871,13.90644183,15.42747804,14.19890173,12.92897991,12.85032676,15.32038422,..
Papua New Guinea,PNG,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,1.1295,1.1296,1.2045,1.4489,1.778,1.4689,1.4473,1.5283,1.5167,1.6298,1.755,1.737,1.7113,1.6922,1.7617,1.9485,1.7316,2.2019,2.0697,2.0461,2.165,2.2187,2.5094,2.5629,2.5539,2.477,2.5408,2.6653,3.3211,2.7167,2.9455,3.5835,4.1068,4.5289,4.8186,5.2295,5.3171,5.2835,5.1015,4.9497,4.2309,4.4686,4.2601,4.5757,5.5369,5.9729,6.62,6.5045,6.7603,7.1328,5.9631,5.5583,5.8126,5.9518
Papua New Guinea,PNG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,0.450785192,0.440146024,0.458258003,0.538498619,0.645918092,0.521845091,0.503001571,0.519772121,0.504941549,0.531339685,0.560432149,0.543318635,0.524248604,0.507614365,0.517356113,0.560085037,0.487116971,0.606159377,0.557588069,0.539003677,0.555629554,0.551663332,0.602251327,0.593144162,0.570040498,0.533344472,0.527864002,0.534354956,0.642827971,0.507857709,0.53196062,0.625563527,0.693247454,0.739533347,0.761467886,0.800118729,0.787984682,0.758758901,0.710218374,0.66829696,0.554252604,0.568571482,0.527149414,0.551110013,0.649608533,0.683144452,0.738697647,0.708650471,0.719600899,0.742303317,0.607503495,0.555114125,0.569685752,0.572859393
Papua New Guinea,PNG,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,0,0,1.71365E-05,2.10526E-06,0,0,..,..,..,..,0.017377079,0.0669974,0.049953499,0.048709683,0.615648726,0.332980259,0.362391123,..,..,..,..,..,..,..,..,..,..,15.80017527,..,28.75286942,31.09216282,22.63389599,20.32149837,19.95072755,..,..,..,..,..,..,3.802507114,2.924386201,..,..,..,..,..,..,42.05806489,42.41668483,45.47664211,..,..
Papua New Guinea,PNG,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,38000000,37000000,39000000,43000000,50000000,59000000,57000000,66000000,83000000,100000000,104000000,120000000,222000000,515000000,654000000,441000000,551000000,683000000,714000000,964000000,1031000000,838000000,771000000,813000000,892000000,912000000,1033000000,1161000000,1399000000,1404000000,1177000000,1460000000,1927000000,2585000000,2632000000,2654000000,2529000000,2163000000,1772000000,1875000000,2096000000,1805000000,1641000000,2207000000,2552000000,3273000000,4166000000,4681000000,5713000000,4394000000,5742000000,6908000000,6328000000,5951000000,8794000000,8453000000,8194000000,9952000000,10524000000,10946000000,9077000000,10842000000,14614000000,12664000000
Papua New Guinea,PNG,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Papua New Guinea,PNG,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0.085958558,0.061167187,0.057105531,0.061008173,0.067584219,0.096095585,0.142366093,0.131282219,0.142885032,0.151746046,0.245727169,0.309445269,0.276285279,0.271292659,0.259537194,0.246725854,0.120639618,0.094796187,0.095522483,0.094989103,0.082654095,0.075688488,0.053034038,0.051995238,2.685080351,6.247150485,5.096754427,5.08750323,6.331347468,7.065899442,5.959768286,9.139657666,..,..
Papua New Guinea,PNG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,..,0.00296489,5.388604421,10.94284329,8.086160381,8.581281597,10.32853812,6.635472702,4.338521384,9.350134452,15.13431583,10.04944457,8.300710076,8.531571326,9.982652108,13.57599569,9.321651142,8.106606301,8.52783687,4.00467749,4.614572342,4.851408373,3.565407585,3.436174323,4.516809026,2.271229401,1.865766425,2.225819549,2.226890615,1.57194223,0.709889075,1.875026508,..,..
Paraguay,PRY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,560.2690973,561.533929,593.2364271,573.9126096,547.6013208,568.0942977,602.5996915,655.927063,648.7258773,682.7705696,663.3128336,658.1207735,654.6203996,648.1943992,643.4066308,651.623963,731.1973521,759.9971313,805.4540427,761.3812263,765.4233557,742.7059432,751.8940123,801.818976,857.1537746,856.9873386,911.0579149,879.9091841,822.311011,755.0075791,755.5582071,738.5897629,744.5207264,742.9970259,726.7647768,741.1461054,760.6437114,789.4856289,791.6805084,837.8946147,838.5430121,847.3827745,825.8596611,851.4194264,..,..,..,..,..,..,..,..,..
Paraguay,PRY,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.56,3.65,3.62,3.55,3.44,3.33,3.27,3.16,3.18,3.25,3.12,3.04,3.07,2.86,2.84,3.01,3.4,3.42,3.4,3.39,3.32,3.4,..,..
Paraguay,PRY,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.7,..,..,..,..,23.5,..,20.4,..,20.4,..,18.4,27.2,20,17.3,15,19.5,16.7,14.2,14.6,13.5,12.9,10.2,6.8,7.6,7.1,7.2,5.2,5.8,5.1,5.2,4.1,5.6,..
Paraguay,PRY,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.8,..,..,..,..,58.1,..,54.9,..,54.6,..,54.6,57.3,54.9,52.3,51.4,53,53,50.7,49.1,51,52.3,47.6,47.9,50.7,47.6,47.9,48.5,46,45.7,43.5,42.9,45.1,..
Paraguay,PRY,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.8,..,..,..,..,2.4,..,2.5,..,2.8,..,3.1,2.9,3.4,4,3.9,3.6,3.6,4.1,4,3.8,3.5,4.2,4.4,4,4.3,4.5,4.7,4.8,4.8,5.3,5.5,5,..
Paraguay,PRY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.1,4.98,5.06,4.41,3.4,8.15,5.36,4.417,5.343,7.61,6.206,9.393,6.814,6.513,4.825,5.277,4.713,4.415,5.46,4.569,4.67,4.085,4.385,5.034,4.556,5.255,6.138,6.217,6.595,7.548,7.311,6.755,5.794
Paraguay,PRY,Age dependency ratio (% of working-age population),SP.POP.DPND,100.9100887,100.283894,99.67737985,99.46579826,99.60303133,99.74894823,99.8337154,99.69892843,99.34364118,98.77922746,98.02097439,97.03519959,95.77551155,94.37127457,92.9341093,91.49132343,90.06792973,88.65391351,87.27700343,85.99436132,84.86455918,83.95836082,83.2687064,82.75294764,82.42921446,82.26789298,82.23513775,82.31045036,82.45388325,82.61440011,82.75679369,82.87812711,82.92905822,82.82740448,82.49899494,81.88752441,80.96329886,79.77546122,78.40830024,76.92019357,75.37099272,73.85183239,72.41544518,70.79612505,68.99513575,67.2726815,65.63625931,64.08584645,62.65783484,61.34664072,60.08545003,58.8837421,57.80759862,56.88585082,56.13521164,55.55977346,55.15097556,54.88997433,54.73685224,54.63127829,54.52201921,54.34356482,54.21947161,54.20266587
Paraguay,PRY,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9962.480278,10040.31225,9948.421181,10178.45479,10459.08985,10908.27266,10825.28749,11033.01572,10802.55974,10435.39868,9998.592854,9749.258658,9610.747778,9903.45029,10187.19439,10290.10082,10672.99333,11141.87047,11751.13917,11601.28546,12738.57656,13109.46657,12834.80159,13700.70305,14219.35442,14427.60023,14826.66369,15320.33665,15592.98414,15321.32455,14991.66062,15406.16706,15259.14563,15783.11501
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,288884368,322053713.2,360698412.7,383904761.9,408349206.3,443587301.6,465888888.9,492674603.2,517650793.7,556293650.8,594611111.1,664571428.6,769039682.5,995531746,1333475397,1511420635,1698960317,2092158730,2559857143,3416777778,4448087302,5624515873,5419411765,5673248726,4502462807,3282449236,3723993943,3971044724,4255683528,4757732200,5812114523,6984367763,7157424031,7249533620,7870982005,9062131475,9788391781,9965225678,9260481572,8837070236,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856393235,24615267664,22355151162,27260886405,33756238767,33271921136,38501122141,40377929296,36211447840,36089700223,38997129474,40225448341,37925338329,35432178068,39950899939,41952910858,42956263544
Paraguay,PRY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.066990003,0.074929997,0.061349999,0.060660001,0.060910001,..,..,0.041129999,..,..,0.042160001,0.065169998,0.071630001,0.079010002,0.09674,0.116760001,0.148880005,0.146840006,0.137510002,0.156969994,0.143979996,..,..
Paraguay,PRY,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.99633789,86.63513184,86.14736938,91.93385315,76.95622253,..,..,82.95590973,..,..,54.60874939,183.7514343,..,166.0987549,199.2228394,131.9239807,147.0409698,151.8834991,168.9529266,140.8785248,142.3994598,..,..
Paraguay,PRY,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.27873413,12.36495113,11.48275169,10.8129075,12.5773872,11.83911954,13.08328189,15.7041029,14.36188111,14.00136105,14.82834798,15.42161439,14.46614685,16.13048441,20.35023013,18.4727987,16.74006949,16.53541586,..
Paraguay,PRY,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.50332382,14.72985704,13.92578721,13.8477733,14.5930851,14.66345442,15.56154838,16.69200466,15.77998561,16.71820172,17.35848366,16.86487966,17.44313337,17.33177979,17.54612115,16.73197145,16.88685206,17.39573865,..
Paraguay,PRY,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,0.6323,0.6432,0.7004,0.774,0.7488,0.8032,0.8925,1.2706,1.5268,1.4623,1.4958,1.4446,1.431,1.3937,1.5311,1.5284,1.6321,1.8148,2.0479,2.0489,2.181,2.1311,2.5544,2.9118,3.3926,3.8507,3.799,4.2075,4.4083,4.4128,3.6388,3.7753,3.9522,4.0783,4.1254,3.8027,4.0979,3.8918,4.5471,4.6908,5.2207,5.4265,5.3865,5.6138,5.9301,6.6402,7.4918,8.4471,8.7196,8.4969,7.94,8.9595,8.1787,8.2539
Paraguay,PRY,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,0.26477914,0.263332756,0.280173336,0.302213656,0.285189675,0.298404546,0.323506,0.449312805,0.526615502,0.491699978,0.489906607,0.460415017,0.443557399,0.420033586,0.448616675,0.435358369,0.451920739,0.488520653,0.536022862,0.521640347,0.540420398,0.514216415,0.600526613,0.667431331,0.758730398,0.840799807,0.810445899,0.877584154,0.899648471,0.882006982,0.713368784,0.72774216,0.75117917,0.765671455,0.765639572,0.697986838,0.744375991,0.700041335,0.810018715,0.827121284,0.909851235,0.933250049,0.913429319,0.938378874,0.976982644,1.078111537,1.198855648,1.332631818,1.35663323,1.304194069,1.202349154,1.340403358,1.209783825,1.205979533
Paraguay,PRY,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,..,..,..,..,..,..,..,0.172243458,0.446976893,..,..,..,0.207901884,..,1.175710272,1.237837471,1.128601523,0.514249116,0.43232136,0.357056977,..,0.001371046,..,..,..,..,..,0.00233405,..,..,..,0.095989424,0.461366407,0.218942781,0.255108622,0.202307739,0.618053247,0.058241772,0.008363552,0.148068452,60.53348809,57.99572651,59.30701478,49.52475035,45.97009286,47.50068004,46.91721863,40.36406121,30.34883359,37.78629412,30.49002543,29.32730633,31.01900313,23.96722471,22.68797043,25.05431435,25.39976442,24.77425244,23.32155708,23.65345121,20.3980853,15.41390497,16.78931993,13.22176956
Paraguay,PRY,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,28000000,30000000,33000000,39000000,49000000,56000000,49000000,47000000,46000000,50000000,63000000,64000000,85000000,124000000,167000000,176000000,181000000,279000000,257000000,305000000,310000000,296000000,330000000,269000000,335000000,304000000,234000000,353000000,510000000,1006000000,959000000,737000000,657000000,725000000,1843000000,2019000000,2182000000,2402000000,2278000000,2013000000,2200000000,2357000000,2329000000,2585000000,2874000000,3153000000,3472000000,4724000000,6407000000,5080000000,6505000000,7763000000,7283000000,9456000000,9636000000,8357000000,8494000000,8680000000,9042000000,7968000000,8518000000,10547000000,9957000000,11891000000
Paraguay,PRY,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Paraguay,PRY,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Paraguay,PRY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003385237,0.001296595,0.001635176,0.001682388,0.008857145,0.072102317,0.093411156,0.101460877,0.157606646,0.111570935,0.143936548,0.198340645,0.215788416,0.191256763,0.179139184,0.1024412,0.077192513,0.045433319,0.069885171,0.059332926,0.029962317,0.072963259,..,..
Peru,PER,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,659.6378671,642.5222061,652.2146845,672.7412842,675.3027284,669.1340462,676.4672399,640.4480028,622.5002937,648.4526854,636.421771,632.0050478,566.8621498,566.5611944,538.4758831,535.6504772,537.5414919,516.8210407,466.4120046,442.1697141,424.6979433,404.7079839,423.4164979,430.0285581,450.5821798,455.4288066,432.7708073,447.0100837,468.0687808,459.4900334,437.4276482,435.1079076,421.9596171,462.2528785,485.556941,467.7430567,502.4454185,523.5239575,545.4534066,641.7758649,648.3751447,691.9320729,683.1460975,789.5489568,..,..,..,..,..,..,..,..,..
Peru,PER,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.24,3.12,2.96,2.79,2.89,2.88,2.59,2.54,2.56,2.56,2.46,2.66,2.69,2.44,2.51,2.51,2.52,2.49,2.5,2.54,2.41,2.3,..,..
Peru,PER,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.9,34.9,36.3,35.4,37.5,34.2,32.3,32.8,35.2,30.4,26.5,22.7,20.5,17.8,16.3,14.8,14,13.1,12.8,12.4,12.4,10.7,9.6,17.4,10,9.5,..
Peru,PER,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.3,55.1,54.8,49.1,51.3,53.6,53.1,49.9,50.4,50.3,50,47.5,47,45.5,44.7,44.4,43.9,43.1,43.4,43.6,43.3,42.4,41.5,43.7,40.1,40.3,..
Peru,PER,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,2.9,2.9,3.5,3.4,3.2,3.6,3.7,3.6,3.5,3.5,3.8,4,4.3,4.4,4.4,4.5,4.7,4.7,4.6,4.7,5,5.2,4.8,5.8,5.7,..
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.934,5.071,4.803,4.505,4.717,4.931,4.768,5.096,5.01,4.958,5.063,4.84,4.15,4.71,4.87,4.17,4.08,4.03,3.96,3.6,3.477,3.238,3.575,3.208,3.272,3.741,3.691,3.492,3.379,7.179,5.097,3.85,4.899
Peru,PER,Age dependency ratio (% of working-age population),SP.POP.DPND,91.04537168,91.75661273,92.35940983,92.85546531,93.21868463,93.46212621,93.61104098,93.67778592,93.66021147,93.56419633,93.33997694,93.11360336,92.96292801,92.70543275,92.33373378,91.88260716,91.32497411,90.62281871,89.76383128,88.78130089,87.6729502,86.46844857,85.19035685,83.85646936,82.53663519,81.27160236,80.06721621,78.89795813,77.731546,76.57317368,75.41571926,74.31761805,73.23675926,72.12268916,71.00462085,69.88551092,68.75331403,67.57284593,66.33732799,65.11803859,64.00290735,62.98403924,62.05886405,61.23609773,60.51957338,59.92184646,59.42132817,58.99087795,58.48618122,57.91505407,57.40651106,56.97325554,56.60783055,56.26907283,55.92605264,55.52499618,55.03152264,54.43427985,53.57029596,52.70588643,52.02596794,51.27323457,50.54756096,50.03915044
Peru,PER,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6318.203262,6323.700078,6162.732285,6356.392956,6998.951144,7373.354392,7438.516104,7775.210446,7605.162473,7586.677783,7670.46012,7613.020863,7932.991264,8175.83415,8497.498349,8951.547172,9549.612436,10288.18539,11153.51506,11206.37082,12061.16406,12728.86482,13397.78324,14054.63836,14247.101,14545.38114,14920.10368,15072.2039,15388.99832,15466.29515,13612.02194,15282.27364,15548.93162,15294.25678
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2571986572,2897852693,3284322201,3598272493,4353664867,5163008077,6109048737,6194340080,5736083835,6420909790,7432223177,8289582884,9189413409,10994381895,13858441211,16931162355,16131958851,14544913961,12491876743,15954012439,18136838538,21648214893,21794535621,17345260564,17600400385,15078736875,21859448586,36889706593,15439408447,22499558526,26410386963,34341465998,35966302303,34832077221,44882079767,53312793687,55252414130,58147522523,55501467877,50187324568,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47528E+11,1.71762E+11,1.9265E+11,2.01176E+11,2.00786E+11,1.89803E+11,1.91898E+11,2.11008E+11,2.22597E+11,2.28346E+11,2.0141E+11,2.26354E+11,2.46489E+11,2.67603E+11
Peru,PER,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0836,0.100720003,0.09849,0.112659998,0.110959999,0.106140003,0.108130001,0.155780002,..,..,..,..,..,..,0.082819998,0.055300001,0.081739999,0.108050004,0.117020003,0.120080002,0.120849997,0.126829997,0.156959996,0.171829998,0.139149994,0.164350003,..
Peru,PER,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Peru,PER,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,12.65359002,13.16152593,11.74668169,13.60593714,14.23090609,13.2224562,15.66747791,13.33270708,18.76340556,17.39143595,16.4373902,18.30501832,17.41944389,17.03383567,16.93624079,15.85218512,13.21294146,12.97759018,19.45710095,14.56901631,17.15501788,15.30934383,15.43026405,17.50180854,17.0499093,16.62541558,16.92433543,17.81813151,18.42128871,18.24398582,17.61343291,17.77083788,17.38337158,18.02013368,17.07767673,18.14340021,17.82363059,18.48358225,17.82233989,17.62788492,17.9177885,18.95835133,20.51142191,20.56758237,19.18802694,20.15027847,19.88925175,20.66191186,26.90654027,22.84419092,..,..
Peru,PER,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,14.62192624,12.22141693,12.49250275,13.02073554,12.67440074,12.9775959,13.46583886,15.36887364,19.45056996,16.65858928,16.34530398,13.23228747,15.65766929,16.8972701,14.82232662,10.69510878,10.44081453,8.290931057,12.46837793,13.6781801,15.07938302,15.12060028,16.41971414,17.45865312,18.38310989,18.64006972,18.76157849,17.69885611,17.9469942,17.23087543,16.76092812,17.28027719,17.20398359,18.39385202,19.9437932,20.97070941,21.15142648,18.96166552,20.28603876,20.80256177,21.51329658,21.54920409,21.82969073,19.67956581,18.27656522,17.8234034,19.03796427,19.52900267,18.05012231,20.67486619,..,..
Peru,PER,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,17.4161,17.3789,17.3942,18.4301,19.988,20.3817,20.8294,20.5246,20.6188,21.5108,22.6288,23.3925,22.9951,19.509,20.2399,19.5511,21.2856,23.0167,23.3058,21.0035,20.8426,20.2368,21.1108,22.2114,22.7857,25.8868,28.4468,28.369,27.2724,29.3126,28.9841,26.9363,28.0988,27.55,31.817,31.8358,31.4854,34.3709,38.989,41.9695,45.8414,49.1727,49.1135,50.3157,53.2434,54.8923,57.4912,55.2061,55.3373,58.1595,47.518,53.2687,57.0113,58.4034
Peru,PER,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,1.289963283,1.255876272,1.22406897,1.263818699,1.336404273,1.329187241,1.325294467,1.274043896,1.2484092,1.270337414,1.303431051,1.314273627,1.260246963,1.0429298,1.055551488,0.995057869,1.058083756,1.118275296,1.10691664,0.975428454,0.946755249,0.900062378,0.920007287,0.948646359,0.95411539,1.063160135,1.146531939,1.122451333,1.059612221,1.119378135,1.089696192,0.998950439,1.029704506,0.998894508,1.142351822,1.132899046,1.111596321,1.20469884,1.357601042,1.4523921,1.576063056,1.678015141,1.662026792,1.687431641,1.767954165,1.802252968,1.862576294,1.762385946,1.73484299,1.792318929,1.447017546,1.606613873,1.703078538,1.72558237
